"date","province","retail_and_recreation","grocery_and_pharmacy","park","transit","workplace","resident"
"2021-02-20",North Sumatra,-20,-2,-15,-26,-28,5
"2021-02-21",North Sumatra,-20,-3,-10,-26,-13,3
"2021-02-22",North Sumatra,-20,-2,-9,-29,-27,4
"2021-02-23",North Sumatra,-21,-2,-12,-25,-27,4
"2021-02-24",North Sumatra,-20,-2,-13,-28,-27,5
"2021-02-25",North Sumatra,-18,2,-9,-28,-26,4
"2021-02-26",North Sumatra,-18,0,-14,-28,-25,4
"2021-02-27",North Sumatra,-16,3,-10,-25,-25,4
"2021-02-28",North Sumatra,-17,2,-4,-26,-11,3
"2021-03-01",North Sumatra,-17,5,-9,-26,-26,3
"2021-03-02",North Sumatra,-16,7,-8,-25,-26,3
"2021-03-03",North Sumatra,-18,2,-12,-27,-28,6
"2021-03-04",North Sumatra,-15,7,-7,-27,-26,4
"2021-03-05",North Sumatra,-18,1,-18,-27,-24,4
"2021-03-06",North Sumatra,-16,3,-11,-23,-27,4
"2021-03-07",North Sumatra,-19,-1,-14,-28,-14,4
"2021-03-08",North Sumatra,-16,4,-7,-28,-26,3
"2021-03-09",North Sumatra,-17,3,-10,-25,-27,4
"2021-03-10",North Sumatra,-14,6,-4,-17,-25,3
"2021-03-11",North Sumatra,-13,4,24,-16,-61,10
"2021-03-12",North Sumatra,-21,-2,-15,-28,-27,5
"2021-03-13",North Sumatra,-17,1,-9,-23,-27,4
"2021-03-14",North Sumatra,-18,0,-7,-21,-13,3
"2021-03-15",North Sumatra,-17,3,-7,-23,-25,4
"2021-03-16",North Sumatra,-20,-1,-15,-24,-26,4
"2021-03-17",North Sumatra,-18,2,-12,-25,-24,4
"2021-03-18",North Sumatra,-16,2,-9,-26,-24,4
"2021-03-19",North Sumatra,-19,0,-17,-27,-23,4
"2021-03-20",North Sumatra,-16,3,-11,-24,-24,4
"2021-03-21",North Sumatra,-18,1,-8,-27,-11,3
"2021-03-22",North Sumatra,-18,2,-12,-26,-24,4
"2021-03-23",North Sumatra,-20,-2,-18,-26,-25,4
"2021-03-24",North Sumatra,-19,-1,-17,-26,-24,5
"2021-03-25",North Sumatra,-16,5,-13,-25,-24,4
"2021-03-26",North Sumatra,-16,4,-17,-25,-22,4
"2021-03-27",North Sumatra,-15,4,-16,-21,-23,4
"2021-03-28",North Sumatra,-18,-1,-15,-25,-11,3
"2021-03-29",North Sumatra,-19,1,-16,-26,-24,4
"2021-03-30",North Sumatra,-20,1,-17,-24,-25,4
"2021-03-31",North Sumatra,-14,9,-12,-21,-24,3
"2021-04-01",North Sumatra,-8,18,-3,-12,-23,2
"2021-04-02",North Sumatra,-14,7,4,-18,-60,8
"2021-04-03",North Sumatra,-15,8,-7,-23,-29,4
"2021-04-04",North Sumatra,-13,8,1,-16,-11,0
"2021-04-05",North Sumatra,-14,9,-6,-20,-25,3
"2021-04-06",North Sumatra,-14,10,-10,-19,-25,3
"2021-04-07",North Sumatra,-18,3,-15,-20,-26,4
"2021-04-08",North Sumatra,-9,15,-2,-17,-24,3
"2021-04-09",North Sumatra,-10,11,-10,-17,-22,2
"2021-04-10",North Sumatra,-9,12,-6,-14,-23,3
"2021-04-11",North Sumatra,-9,13,-5,-16,-10,1
"2021-04-12",North Sumatra,-10,19,-2,-19,-30,4
"2021-04-13",North Sumatra,-26,3,-22,-29,-36,8
"2021-04-14",North Sumatra,-23,3,-20,-28,-31,8
"2021-04-15",North Sumatra,-19,5,-18,-29,-27,7
"2021-04-16",North Sumatra,-22,1,-26,-30,-25,8
"2021-04-17",North Sumatra,-21,1,-28,-30,-26,9
"2021-04-18",North Sumatra,-22,-1,-31,-31,-8,8
"2021-04-19",North Sumatra,-21,1,-23,-31,-24,7
"2021-04-20",North Sumatra,-18,8,-17,-25,-25,6
"2021-04-21",North Sumatra,-19,4,-21,-27,-25,7
"2021-04-22",North Sumatra,-21,0,-24,-32,-25,8
"2021-04-23",North Sumatra,-22,-2,-27,-31,-23,8
"2021-04-24",North Sumatra,-22,-3,-35,-32,-24,9
"2021-04-25",North Sumatra,-18,2,-31,-29,-8,8
"2021-04-26",North Sumatra,-15,8,-17,-27,-24,6
"2021-04-27",North Sumatra,-17,5,-19,-25,-25,7
"2021-04-28",North Sumatra,-14,10,-16,-23,-25,6
"2021-04-29",North Sumatra,-13,11,-18,-24,-24,7
"2021-04-30",North Sumatra,-11,15,-20,-18,-22,5
"2021-05-01",North Sumatra,-10,13,-15,-16,-47,10
"2021-05-02",North Sumatra,-9,13,-24,-19,-7,6
"2021-05-03",North Sumatra,-5,23,-5,-14,-25,4
"2021-05-04",North Sumatra,-5,23,-10,-6,-26,5
"2021-05-05",North Sumatra,-3,26,-5,0,-26,4
"2021-05-06",North Sumatra,-6,21,-11,-35,-26,6
"2021-05-07",North Sumatra,-7,20,-16,-37,-24,6
"2021-05-08",North Sumatra,-8,18,-22,-38,-25,8
"2021-05-09",North Sumatra,-8,16,-30,-41,-5,8
"2021-05-10",North Sumatra,-1,29,-6,-34,-29,6
"2021-05-11",North Sumatra,3,38,-3,-26,-32,5
"2021-05-12",North Sumatra,0,43,-2,-30,-57,10
"2021-05-13",North Sumatra,-16,5,15,-45,-72,3
"2021-05-14",North Sumatra,-12,9,16,-42,-73,9
"2021-05-15",North Sumatra,-9,14,18,-35,-57,6
"2021-05-16",North Sumatra,-5,17,9,-34,-19,2
"2021-05-17",North Sumatra,-5,20,14,-31,-35,5
"2021-05-18",North Sumatra,-3,24,16,-5,-33,4
"2021-05-19",North Sumatra,-5,22,12,-12,-30,5
"2021-05-20",North Sumatra,-3,24,16,-19,-27,6
"2021-05-21",North Sumatra,-8,16,1,-19,-24,7
"2021-05-22",North Sumatra,-8,17,2,-14,-24,7
"2021-05-23",North Sumatra,-8,15,6,-15,-6,5
"2021-05-24",North Sumatra,-7,19,11,-19,-24,6
"2021-05-25",North Sumatra,-5,23,11,-11,-24,6
"2021-05-26",North Sumatra,-4,20,37,-7,-59,12
"2021-05-27",North Sumatra,-7,16,2,-21,-23,8
"2021-05-28",North Sumatra,-8,16,-4,-21,-20,7
"2021-05-29",North Sumatra,-7,18,-2,-15,-19,7
"2021-05-30",North Sumatra,-9,13,-3,-20,-4,6
"2021-05-31",North Sumatra,-7,16,5,-21,-23,7
"2021-06-01",North Sumatra,2,29,36,-6,-59,11
"2021-06-02",North Sumatra,-2,27,7,-13,-21,6
"2021-06-03",North Sumatra,-3,23,7,-19,-21,7
"2021-06-04",North Sumatra,-9,15,-10,-21,-19,7
"2021-06-05",North Sumatra,-2,25,2,-14,-19,6
"2021-06-06",North Sumatra,-4,19,2,-16,-4,5
"2021-06-07",North Sumatra,-2,24,9,-17,-20,5
"2021-06-08",North Sumatra,-3,24,8,-16,-21,5
"2021-06-09",North Sumatra,-3,24,9,-16,-21,6
"2021-06-10",North Sumatra,-1,24,9,-19,-20,6
"2021-06-11",North Sumatra,-4,20,1,-20,-18,6
"2021-06-12",North Sumatra,-5,19,0,-16,-18,6
"2021-06-13",North Sumatra,-8,14,1,-19,-4,5
"2021-06-14",North Sumatra,-5,20,10,-20,-21,5
"2021-06-15",North Sumatra,-6,18,5,-18,-21,6
"2021-06-16",North Sumatra,-3,23,11,-18,-21,5
"2021-06-17",North Sumatra,-3,21,8,-21,-20,5
"2021-06-18",North Sumatra,-6,17,1,-20,-18,5
"2021-06-19",North Sumatra,-7,17,-2,-17,-19,5
"2021-06-20",North Sumatra,-13,8,-8,-21,-6,6
"2021-06-21",North Sumatra,-7,18,9,-20,-24,5
"2021-06-22",North Sumatra,-8,16,5,-18,-24,6
"2021-06-23",North Sumatra,-5,20,11,-16,-23,6
"2021-06-24",North Sumatra,-4,18,11,-22,-23,6
"2021-06-25",North Sumatra,-8,16,1,-21,-21,6
"2021-06-26",North Sumatra,-7,16,4,-17,-21,7
"2021-06-27",North Sumatra,-10,12,2,-21,-4,6
"2021-06-28",North Sumatra,-9,13,7,-24,-24,7
"2021-06-29",North Sumatra,-13,10,-1,-25,-26,8
"2021-06-30",North Sumatra,-4,23,10,-19,-24,5
"2021-07-01",North Sumatra,-2,25,12,-22,-22,6
"2021-07-02",North Sumatra,-4,23,0,-20,-21,6
"2021-07-03",North Sumatra,-5,21,1,-18,-22,7
"2021-07-04",North Sumatra,-8,16,-2,-22,-5,6
"2021-07-05",North Sumatra,-9,16,3,-27,-22,7
"2021-07-06",North Sumatra,-2,28,9,-21,-23,6
"2021-07-07",North Sumatra,-2,26,12,-21,-23,6
"2021-07-08",North Sumatra,-4,22,7,-26,-22,7
"2021-07-09",North Sumatra,-12,12,-9,-29,-21,8
"2021-07-10",North Sumatra,-9,19,-8,-25,-21,8
"2021-07-11",North Sumatra,-13,12,-18,-32,-7,9
"2021-07-12",North Sumatra,-13,15,-4,-37,-26,9
"2021-07-13",North Sumatra,-13,17,-2,-34,-25,8
"2021-07-14",North Sumatra,-16,12,-11,-37,-26,9
"2021-07-15",North Sumatra,-13,17,-2,-38,-26,9
"2021-07-16",North Sumatra,-17,10,-13,-39,-25,10
"2021-07-17",North Sumatra,-19,9,-16,-38,-25,11
"2021-07-18",North Sumatra,-23,3,-21,-45,-10,12
"2021-07-19",North Sumatra,-10,23,7,-38,-34,10
"2021-07-20",North Sumatra,-26,-2,10,-48,-71,15
"2021-07-21",North Sumatra,-16,15,1,-35,-30,8
"2021-07-22",North Sumatra,-17,10,-7,-39,-27,10
"2021-07-23",North Sumatra,-18,12,-13,-39,-25,10
"2021-07-24",North Sumatra,-18,11,-14,-38,-25,10
"2021-07-25",North Sumatra,-22,6,-19,-42,-10,10
"2021-07-26",North Sumatra,-14,16,-4,-36,-25,8
"2021-07-27",North Sumatra,-15,14,-5,-35,-26,9
"2021-07-28",North Sumatra,-19,7,-12,-38,-26,10
"2021-07-29",North Sumatra,-12,17,-3,-37,-25,9
"2021-07-30",North Sumatra,-16,13,-16,-40,-23,10
"2021-07-31",North Sumatra,-24,3,-27,-40,-23,12
"2021-08-01",North Sumatra,-15,15,-17,-38,-10,9
"2021-08-02",North Sumatra,-10,22,0,-36,-25,8
"2021-08-03",North Sumatra,-12,19,-5,-31,-26,8
"2021-08-04",North Sumatra,-11,21,-3,-31,-26,8
"2021-08-05",North Sumatra,-9,21,-1,-34,-25,8
"2021-08-06",North Sumatra,-13,16,-10,-35,-24,9
"2021-08-07",North Sumatra,-12,18,-11,-31,-24,9
"2021-08-08",North Sumatra,-18,8,-17,-37,-13,10
"2021-08-09",North Sumatra,-11,18,1,-34,-26,9
"2021-08-10",North Sumatra,-13,14,-2,-31,-31,9
"2021-08-11",North Sumatra,-12,18,-14,-31,-59,15
"2021-08-12",North Sumatra,-11,18,-24,-34,-24,8
"2021-08-13",North Sumatra,-17,11,-33,-36,-24,10
"2021-08-14",North Sumatra,-17,11,-36,-34,-24,11
"2021-08-15",North Sumatra,-20,7,-38,-40,-10,10
"2021-08-16",North Sumatra,-11,18,-22,-34,-28,9
"2021-08-17",North Sumatra,-12,12,13,-33,-67,15
"2021-08-18",North Sumatra,-21,6,-35,-37,-28,12
"2021-08-19",North Sumatra,-11,18,-24,-35,-24,9
"2021-08-20",North Sumatra,-17,11,-36,-37,-22,10
"2021-08-21",North Sumatra,-18,10,-37,-35,-21,11
"2021-08-22",North Sumatra,-24,0,-41,-40,-10,11
"2021-08-23",North Sumatra,-13,15,-23,-35,-23,8
"2021-08-24",North Sumatra,-15,11,-28,-34,-24,9
"2021-08-25",North Sumatra,-11,17,-25,-31,-23,8
"2021-08-26",North Sumatra,-9,19,-21,-32,-22,8
"2021-08-27",North Sumatra,-14,11,-32,-33,-21,9
"2021-08-28",North Sumatra,-14,13,-33,-30,-19,9
"2021-08-29",North Sumatra,-16,9,-31,-35,-7,9
"2021-08-30",North Sumatra,-14,11,-26,-34,-22,8
"2021-08-31",North Sumatra,-10,18,-23,-28,-22,7
"2021-09-01",North Sumatra,-14,12,-27,-30,-23,8
"2021-09-02",North Sumatra,-2,28,-17,-29,-21,7
"2021-09-03",North Sumatra,-6,22,-24,-28,-19,7
"2021-09-04",North Sumatra,-8,18,-26,-29,-20,9
"2021-09-05",North Sumatra,-7,20,-21,-28,-7,7
"2021-09-06",North Sumatra,-4,23,-16,-30,-21,6
"2021-09-07",North Sumatra,-5,22,-17,-27,-21,6
"2021-09-08",North Sumatra,-14,8,-26,-31,-21,8
"2021-09-09",North Sumatra,-5,21,-18,-30,-20,7
"2021-09-10",North Sumatra,-8,17,-23,-30,-18,7
"2021-09-11",North Sumatra,-10,14,-25,-28,-19,8
"2021-09-12",North Sumatra,-8,16,-18,-26,-8,7
"2021-09-13",North Sumatra,-7,17,-17,-31,-21,7
"2021-09-14",North Sumatra,-4,21,-13,-25,-21,6
"2021-09-15",North Sumatra,-3,21,-11,-23,-21,6
"2021-09-16",North Sumatra,-4,19,-11,-26,-21,6
"2021-09-17",North Sumatra,-6,16,-18,-28,-19,6
"2021-09-18",North Sumatra,-6,18,-18,-25,-18,7
"2021-09-19",North Sumatra,-20,-1,-28,-34,-11,10
"2021-09-20",North Sumatra,-2,24,-9,-28,-20,5
"2021-09-21",North Sumatra,-5,19,-14,-26,-20,6
"2021-09-22",North Sumatra,-8,13,-16,-28,-19,7
"2021-09-23",North Sumatra,-3,19,-6,-28,-18,6
"2021-09-24",North Sumatra,-6,17,-16,-28,-16,6
"2021-09-25",North Sumatra,-4,20,-13,-22,-16,6
"2021-09-26",North Sumatra,-7,14,-12,-26,-7,6
"2021-09-27",North Sumatra,-4,19,-9,-27,-18,5
"2021-09-28",North Sumatra,-5,18,-14,-25,-18,5
"2021-09-29",North Sumatra,-6,16,-16,-25,-20,7
"2021-09-30",North Sumatra,0,24,-9,-25,-16,5
"2021-10-01",North Sumatra,-1,25,-16,-24,-15,5
"2021-10-02",North Sumatra,1,29,-10,-18,-16,5
"2021-10-03",North Sumatra,1,26,-2,-18,-7,4
"2021-10-04",North Sumatra,0,24,-6,-26,-17,5
"2021-10-05",North Sumatra,1,28,-5,-21,-18,4
"2021-10-06",North Sumatra,2,27,-4,-20,-17,5
"2021-10-07",North Sumatra,1,24,-7,-24,-16,6
"2021-10-08",North Sumatra,1,24,-9,-21,-15,5
"2021-10-09",North Sumatra,2,27,-6,-16,-16,5
"2021-10-10",North Sumatra,-2,21,-4,-19,-8,5
"2021-10-11",North Sumatra,2,27,-1,-23,-16,4
"2021-10-12",North Sumatra,0,24,-4,-20,-16,5
"2021-10-13",North Sumatra,3,26,0,-19,-16,4
"2021-10-14",North Sumatra,3,26,-1,-20,-16,4
"2021-10-15",North Sumatra,0,23,-7,-19,-14,4
"2021-10-16",North Sumatra,1,25,-2,-14,-15,5
"2021-10-17",North Sumatra,-5,17,-6,-20,-9,6
"2021-10-18",North Sumatra,1,25,4,-23,-18,4
"2021-10-19",North Sumatra,-1,23,5,-20,-20,4
"2021-10-20",North Sumatra,-4,17,12,-19,-60,14
"2021-10-21",North Sumatra,2,27,-1,-23,-15,4
"2021-10-22",North Sumatra,-3,19,-11,-24,-14,5
"2021-10-23",North Sumatra,-4,19,-10,-20,-14,6
"2021-10-24",North Sumatra,-3,18,-6,-19,-6,6
"2021-10-25",North Sumatra,-1,22,-3,-23,-15,5
"2021-10-26",North Sumatra,-1,22,-4,-21,-15,5
"2021-10-27",North Sumatra,1,24,-2,-18,-15,5
"2021-10-28",North Sumatra,1,23,-3,-24,-14,5
"2021-10-29",North Sumatra,1,24,-10,-22,-12,5
"2021-10-30",North Sumatra,-1,22,-11,-18,-12,5
"2021-10-31",North Sumatra,0,22,-9,-21,-4,5
"2021-11-01",North Sumatra,5,32,1,-22,-14,4
"2021-11-02",North Sumatra,3,30,-3,-20,-15,4
"2021-11-03",North Sumatra,3,28,-5,-18,-16,5
"2021-11-04",North Sumatra,7,31,0,-20,-13,4
"2021-11-05",North Sumatra,0,22,-14,-21,-12,5
"2021-11-06",North Sumatra,0,23,-10,-15,-14,6
"2021-11-07",North Sumatra,1,22,-10,-15,-8,6
"2021-11-08",North Sumatra,0,23,-7,-23,-14,5
"2021-11-09",North Sumatra,1,24,-4,-19,-14,4
"2021-11-10",North Sumatra,2,24,-6,-16,-14,5
"2021-11-11",North Sumatra,5,27,-3,-21,-13,5
"2021-11-12",North Sumatra,1,22,-8,-20,-11,5
"2021-11-13",North Sumatra,4,25,-3,-14,-12,5
"2021-11-14",North Sumatra,4,25,3,-14,-6,4
"2021-11-15",North Sumatra,2,23,0,-20,-13,5
"2021-11-16",North Sumatra,3,25,3,-17,-13,4
"2021-11-17",North Sumatra,3,25,0,-16,-13,5
"2021-11-18",North Sumatra,5,26,3,-19,-11,5
"2021-11-19",North Sumatra,-2,18,-12,-21,-10,6
"2021-11-20",North Sumatra,5,28,1,-13,-11,4
"2021-11-21",North Sumatra,1,21,-3,-16,-6,5
"2021-11-22",North Sumatra,2,23,1,-21,-13,5
"2021-11-23",North Sumatra,-3,17,-7,-18,-13,5
"2021-11-24",North Sumatra,2,26,-5,-14,-13,5
"2021-11-25",North Sumatra,5,26,4,-18,-12,4
"2021-11-26",North Sumatra,3,26,-5,-16,-11,5
"2021-11-27",North Sumatra,4,26,-2,-13,-11,5
"2021-11-28",North Sumatra,-1,19,-9,-18,-6,6
"2021-11-29",North Sumatra,3,26,2,-19,-11,4
"2021-11-30",North Sumatra,4,30,1,-16,-11,4
"2021-12-01",North Sumatra,5,32,-3,-12,-11,4
"2021-12-02",North Sumatra,4,30,-1,-18,-11,5
"2021-12-03",North Sumatra,6,33,-2,-14,-9,4
"2021-12-04",North Sumatra,8,35,5,-9,-10,4
"2021-12-05",North Sumatra,1,24,-6,-12,-7,6
"2021-12-06",North Sumatra,7,33,10,-15,-11,4
"2021-12-07",North Sumatra,7,33,9,-13,-9,3
"2021-12-08",North Sumatra,9,33,13,-9,-6,3
"2021-12-09",North Sumatra,8,31,8,-12,-5,4
"2021-12-10",North Sumatra,1,22,-7,-13,-5,5
"2021-12-11",North Sumatra,8,31,3,-6,-3,3
"2021-12-12",North Sumatra,5,26,0,-8,2,4
"2021-12-13",North Sumatra,7,31,11,-11,-6,3
"2021-12-14",North Sumatra,6,30,10,-8,-6,3
"2021-12-15",North Sumatra,9,33,12,-4,-6,3
"2021-12-16",North Sumatra,9,31,8,-8,-6,4
"2021-12-17",North Sumatra,-3,16,-13,-12,-5,6
"2021-12-18",North Sumatra,-5,14,-17,-11,-10,8
"2021-12-19",North Sumatra,7,28,-7,-5,2,5
"2021-12-20",North Sumatra,13,38,20,-4,-9,3
"2021-12-21",North Sumatra,6,30,10,-2,-11,4
"2021-12-22",North Sumatra,16,41,23,2,-11,3
"2021-12-23",North Sumatra,17,42,27,3,-10,2
"2021-12-24",North Sumatra,15,43,21,3,-18,3
"2021-12-25",North Sumatra,5,24,29,-11,-48,7
"2021-12-26",North Sumatra,7,28,23,-9,0,3
"2021-12-27",North Sumatra,11,36,38,-6,-20,4
"2021-12-28",North Sumatra,12,39,44,-1,-20,4
"2021-12-29",North Sumatra,14,40,45,3,-20,4
"2021-12-30",North Sumatra,20,51,55,5,-20,3
"2021-12-31",North Sumatra,16,53,41,4,-29,3
"2021-01-01",Papua,-35,-27,30,-33,-64,7
"2021-01-02",Papua,-19,6,14,-16,-25,3
"2021-01-03",Papua,-16,0,29,-3,-15,1
"2021-01-04",Papua,-13,10,17,-10,-26,2
"2021-01-05",Papua,-9,10,17,-5,-26,1
"2021-01-06",Papua,-8,12,16,-9,-23,3
"2021-01-07",Papua,-11,11,14,-7,-22,2
"2021-01-08",Papua,-16,4,9,-4,-23,3
"2021-01-09",Papua,-18,9,-2,-7,-13,1
"2021-01-10",Papua,-15,2,13,1,-15,1
"2021-01-11",Papua,-15,7,16,-8,-21,1
"2021-01-12",Papua,-13,6,10,-5,-25,0
"2021-01-13",Papua,-16,0,4,-10,-24,1
"2021-01-14",Papua,-20,-5,-3,-17,-28,-1
"2021-01-15",Papua,-27,-12,-8,-14,-31,0
"2021-01-16",Papua,-27,-9,-8,-23,-22,-1
"2021-01-17",Papua,-26,-14,0,-20,-24,1
"2021-01-18",Papua,-24,-11,-5,-27,-29,1
"2021-01-19",Papua,-22,-10,0,-23,-30,0
"2021-01-20",Papua,-22,-10,-2,-19,-27,1
"2021-01-21",Papua,-23,-11,-1,-25,-28,1
"2021-01-22",Papua,-23,-12,-6,-21,-27,2
"2021-01-23",Papua,-25,-8,-7,-18,-18,0
"2021-01-24",Papua,-25,-15,-4,-19,-22,1
"2021-01-25",Papua,-21,-7,-1,-25,-26,1
"2021-01-26",Papua,-21,-10,-6,-21,-28,1
"2021-01-27",Papua,-22,-12,-3,-19,-26,2
"2021-01-28",Papua,-22,-8,-3,-19,-26,1
"2021-01-29",Papua,-23,-10,-4,-17,-27,-1
"2021-01-30",Papua,-23,-3,-5,-19,-19,-5
"2021-01-31",Papua,-25,-12,-2,-17,-23,-4
"2021-02-01",Papua,-30,-15,-14,-27,-30,-3
"2021-02-02",Papua,-16,0,-7,-15,-29,-7
"2021-02-03",Papua,-21,-10,-10,-23,-29,-4
"2021-02-04",Papua,-16,-1,-3,-22,-40,-2
"2021-02-05",Papua,-23,-11,-8,-19,-49,2
"2021-02-06",Papua,-24,-7,-19,-21,-26,-3
"2021-02-07",Papua,-25,-16,-21,-14,-29,-1
"2021-02-08",Papua,-19,-5,-10,-22,-30,-4
"2021-02-09",Papua,-18,-5,-18,-20,-33,-3
"2021-02-10",Papua,-17,-7,-10,-17,-29,-4
"2021-02-11",Papua,-19,-3,-13,-19,-31,-3
"2021-02-12",Papua,-25,-15,1,-20,-59,2
"2021-02-13",Papua,-24,-4,-19,-21,-27,-3
"2021-02-14",Papua,-23,-11,-15,-18,-29,-2
"2021-02-15",Papua,-22,-4,-8,-24,-43,-1
"2021-02-16",Papua,-17,-2,-12,-20,-31,-5
"2021-02-17",Papua,-17,-2,-4,-18,-29,-5
"2021-02-18",Papua,-18,-3,-8,-22,-29,-5
"2021-02-19",Papua,-23,-9,-18,-18,-30,-3
"2021-02-20",Papua,-20,1,-12,-10,-22,-5
"2021-02-21",Papua,-19,-7,-4,-14,-27,-4
"2021-02-22",Papua,-28,-12,-20,-24,-32,-1
"2021-02-23",Papua,-19,-3,-11,-20,-30,-5
"2021-02-24",Papua,-18,-5,-9,-22,-29,-4
"2021-02-25",Papua,-18,0,-5,-15,-27,-5
"2021-02-26",Papua,-25,-7,-17,-14,-30,-2
"2021-02-27",Papua,-19,5,-11,-15,-19,-5
"2021-02-28",Papua,-18,-3,-3,-8,-22,-4
"2021-03-01",Papua,-15,6,-4,-20,-27,-5
"2021-03-02",Papua,-10,10,-5,-16,-29,-7
"2021-03-03",Papua,-14,4,-5,-18,-28,-4
"2021-03-04",Papua,-16,4,-8,-16,-28,-4
"2021-03-05",Papua,-16,2,-10,-8,-27,-4
"2021-03-06",Papua,-16,10,-11,-9,-22,-5
"2021-03-07",Papua,-16,0,-4,-8,-26,-4
"2021-03-08",Papua,-18,1,0,-18,-28,-5
"2021-03-09",Papua,-17,-1,-6,-14,-30,-5
"2021-03-10",Papua,-13,3,-4,-14,-29,-4
"2021-03-11",Papua,-17,-1,15,-13,-59,1
"2021-03-12",Papua,-19,-1,-7,-17,-39,-2
"2021-03-13",Papua,-21,4,-8,-19,-23,-4
"2021-03-14",Papua,-18,-3,3,-4,-25,-3
"2021-03-15",Papua,-18,3,2,-13,-27,-5
"2021-03-16",Papua,-14,5,-5,-11,-28,-7
"2021-03-17",Papua,-17,-2,-8,-15,-27,-3
"2021-03-18",Papua,-17,2,-4,-15,-25,-5
"2021-03-19",Papua,-16,3,-8,-12,-26,-5
"2021-03-20",Papua,-18,8,-3,-11,-18,-5
"2021-03-21",Papua,-18,-1,-2,-10,-23,-4
"2021-03-22",Papua,-18,3,-4,-18,-25,-6
"2021-03-23",Papua,-17,2,-2,-18,-26,-7
"2021-03-24",Papua,-15,1,0,-18,-25,-5
"2021-03-25",Papua,-15,4,-3,-14,-25,-5
"2021-03-26",Papua,-20,0,-11,-16,-26,-3
"2021-03-27",Papua,-17,11,-3,-9,-17,-6
"2021-03-28",Papua,-19,-2,-11,-11,-23,-3
"2021-03-29",Papua,-18,3,-2,-16,-25,-5
"2021-03-30",Papua,-12,9,1,-13,-26,-7
"2021-03-31",Papua,-14,1,5,-18,-26,-5
"2021-04-01",Papua,-8,18,13,-14,-26,-6
"2021-04-02",Papua,-23,-8,-2,-16,-59,3
"2021-04-03",Papua,-20,9,-11,-21,-25,-2
"2021-04-04",Papua,-9,10,14,-8,-23,-6
"2021-04-05",Papua,-14,6,11,-8,-46,-1
"2021-04-06",Papua,-9,12,1,-7,-25,-7
"2021-04-07",Papua,-13,3,7,-12,-26,-5
"2021-04-08",Papua,-9,11,4,-8,-23,-6
"2021-04-09",Papua,-11,10,-4,-8,-23,-6
"2021-04-10",Papua,-15,13,-13,-2,-19,-4
"2021-04-11",Papua,-9,11,12,1,-22,-5
"2021-04-12",Papua,-9,19,-1,-13,-23,-6
"2021-04-13",Papua,-15,13,-8,-17,-30,-4
"2021-04-14",Papua,-15,10,-5,-16,-27,-3
"2021-04-15",Papua,-15,13,-7,-11,-22,-4
"2021-04-16",Papua,-18,6,-12,-13,-22,-4
"2021-04-17",Papua,-21,10,-20,-17,-16,-2
"2021-04-18",Papua,-19,5,-20,-17,-21,1
"2021-04-19",Papua,-20,7,-13,-16,-22,-3
"2021-04-20",Papua,-15,9,-13,-15,-24,-4
"2021-04-21",Papua,-11,13,-1,-13,-22,-4
"2021-04-22",Papua,-13,12,-2,-15,-20,-4
"2021-04-23",Papua,-13,10,-3,-8,-21,-4
"2021-04-24",Papua,-20,12,-19,-16,-15,-2
"2021-04-25",Papua,-18,6,-17,-11,-21,0
"2021-04-26",Papua,-15,12,-7,-13,-21,-4
"2021-04-27",Papua,-11,15,-5,-12,-23,-5
"2021-04-28",Papua,-11,12,-1,-11,-22,-4
"2021-04-29",Papua,-12,15,-6,-12,-20,-4
"2021-04-30",Papua,-14,11,-6,-4,-22,-10
"2021-05-01",Papua,-58,-37,-39,-36,-57,-10
"2021-05-02",Papua,-55,-34,-40,-36,-52,-12
"2021-05-03",Papua,-56,-37,-30,-36,-58,-13
"2021-05-04",Papua,-55,-35,-32,-36,-61,-14
"2021-05-05",Papua,-50,-33,-30,-30,-56,-17
"2021-05-06",Papua,-48,-29,-27,-51,-52,-15
"2021-05-07",Papua,-54,-33,-28,-47,-52,-13
"2021-05-08",Papua,-52,-26,-36,-50,-48,-13
"2021-05-09",Papua,-47,-22,-34,-46,-47,-11
"2021-05-10",Papua,-45,-21,-25,-51,-52,-15
"2021-05-11",Papua,-39,-9,-20,-54,-54,-17
"2021-05-12",Papua,-32,4,-10,-53,-68,-13
"2021-05-13",Papua,-48,-38,3,-53,-75,-16
"2021-05-14",Papua,-50,-35,-17,-56,-76,-8
"2021-05-15",Papua,-49,-28,-23,-54,-55,-12
"2021-05-16",Papua,-45,-27,-15,-54,-45,-11
"2021-05-17",Papua,-38,-17,-15,-49,-54,-12
"2021-05-18",Papua,-33,-15,-19,-22,-50,-14
"2021-05-19",Papua,-35,-20,-14,-19,-51,-12
"2021-05-20",Papua,-35,-17,-17,-16,-40,-13
"2021-05-21",Papua,-38,-21,-22,-17,-41,-12
"2021-05-22",Papua,-47,-24,-34,-27,-36,-11
"2021-05-23",Papua,-40,-21,-19,-17,-37,-11
"2021-05-24",Papua,-40,-22,-19,-21,-55,-9
"2021-05-25",Papua,-36,-19,-21,-24,-44,-15
"2021-05-26",Papua,-39,-26,-14,-15,-65,-6
"2021-05-27",Papua,-37,-21,-20,-20,-40,-13
"2021-05-28",Papua,-40,-25,-24,-18,-42,-14
"2021-05-29",Papua,-40,-20,-29,-22,-35,-15
"2021-05-30",Papua,-42,-25,-23,-18,-39,-12
