"date","province","retail_and_recreation","grocery_and_pharmacy","park","transit","workplace","resident"
"2020-10-27",East Kalimantan,-10,14,-9,-21,-24,3
"2020-10-28",East Kalimantan,-10,12,1,-17,-37,5
"2020-10-29",East Kalimantan,-12,5,11,-23,-53,8
"2020-10-30",East Kalimantan,-16,3,-1,-31,-39,6
"2020-10-31",East Kalimantan,-22,-1,-7,-27,-15,3
"2020-11-01",East Kalimantan,-19,0,2,-18,-9,2
"2020-11-02",East Kalimantan,-16,3,-17,-23,-24,4
"2020-11-03",East Kalimantan,-10,10,-12,-22,-25,3
"2020-11-04",East Kalimantan,-12,7,-9,-25,-23,3
"2020-11-05",East Kalimantan,-11,9,-11,-24,-23,4
"2020-11-06",East Kalimantan,-18,0,-18,-30,-26,6
"2020-11-07",East Kalimantan,-18,3,-8,-27,-10,1
"2020-11-08",East Kalimantan,-18,-2,-4,-28,-10,3
"2020-11-09",East Kalimantan,-15,2,-10,-25,-24,3
"2020-11-10",East Kalimantan,-12,5,-7,-24,-25,3
"2020-11-11",East Kalimantan,-13,4,-9,-25,-24,3
"2020-11-12",East Kalimantan,-11,6,-10,-23,-23,4
"2020-11-13",East Kalimantan,-15,3,-13,-26,-23,4
"2020-11-14",East Kalimantan,-17,3,-7,-26,-10,1
"2020-11-15",East Kalimantan,-17,-1,-1,-21,-9,2
"2020-11-16",East Kalimantan,-15,1,-12,-24,-24,3
"2020-11-17",East Kalimantan,-14,3,-9,-24,-25,3
"2020-11-18",East Kalimantan,-14,2,-9,-23,-24,3
"2020-11-19",East Kalimantan,-14,4,-14,-23,-23,5
"2020-11-20",East Kalimantan,-16,2,-15,-26,-23,4
"2020-11-21",East Kalimantan,-17,3,-9,-26,-9,1
"2020-11-22",East Kalimantan,-19,-3,-6,-27,-9,2
"2020-11-23",East Kalimantan,-17,-2,-18,-28,-23,4
"2020-11-24",East Kalimantan,-18,-3,-18,-27,-26,5
"2020-11-25",East Kalimantan,-14,4,-18,-22,-22,3
"2020-11-26",East Kalimantan,-11,7,-13,-23,-21,3
"2020-11-27",East Kalimantan,-20,-2,-22,-29,-27,7
"2020-11-28",East Kalimantan,-20,3,-19,-30,-11,3
"2020-11-29",East Kalimantan,-20,-2,-19,-27,-7,3
"2020-11-30",East Kalimantan,-11,10,-13,-27,-23,3
"2020-12-01",East Kalimantan,-12,10,-19,-25,-24,3
"2020-12-02",East Kalimantan,-9,14,-10,-23,-22,3
"2020-12-03",East Kalimantan,-9,12,-14,-21,-21,3
"2020-12-04",East Kalimantan,-10,11,-11,-24,-22,3
"2020-12-05",East Kalimantan,-12,12,-4,-21,-7,0
"2020-12-06",East Kalimantan,-13,5,0,-24,-7,1
"2020-12-07",East Kalimantan,-11,9,-10,-25,-23,2
"2020-12-08",East Kalimantan,-9,10,-8,-26,-23,2
"2020-12-09",East Kalimantan,-14,3,-4,-35,-55,10
"2020-12-10",East Kalimantan,-9,14,-8,-19,-20,5
"2020-12-11",East Kalimantan,-11,12,-8,-22,-20,6
"2020-12-12",East Kalimantan,-19,5,-14,-23,-7,4
"2020-12-13",East Kalimantan,-13,7,5,-17,-4,3
"2020-12-14",East Kalimantan,-10,10,-3,-19,-20,5
"2020-12-15",East Kalimantan,-11,9,-8,-15,-23,5
"2020-12-16",East Kalimantan,-11,9,-7,-14,-21,5
"2020-12-17",East Kalimantan,-11,10,-9,-11,-20,6
"2020-12-18",East Kalimantan,-12,9,-13,-16,-21,6
"2020-12-19",East Kalimantan,-14,12,-7,-12,-6,2
"2020-12-20",East Kalimantan,-14,6,2,-8,-5,3
"2020-12-21",East Kalimantan,-9,11,0,-13,-23,5
"2020-12-22",East Kalimantan,-10,10,-7,-14,-26,5
"2020-12-23",East Kalimantan,-10,13,-8,-4,-24,5
"2020-12-24",East Kalimantan,-3,23,4,1,-40,8
"2020-12-25",East Kalimantan,-20,-3,-8,-26,-56,14
"2020-12-26",East Kalimantan,-21,3,-11,-22,-17,5
"2020-12-27",East Kalimantan,-20,-2,-11,-13,-6,4
"2020-12-28",East Kalimantan,-12,9,-3,-20,-27,7
"2020-12-29",East Kalimantan,-12,9,-6,-19,-28,6
"2020-12-30",East Kalimantan,-10,13,-2,-19,-26,6
"2020-12-31",East Kalimantan,-5,27,-3,-15,-38,6
"2020-02-15",East Nusa Tenggara,5,2,8,10,9,-1
"2020-02-16",East Nusa Tenggara,-2,-1,2,7,1,0
"2020-02-17",East Nusa Tenggara,-5,-7,-2,10,3,1
"2020-02-18",East Nusa Tenggara,-4,-6,0,13,2,1
"2020-02-19",East Nusa Tenggara,-3,-7,-1,8,1,1
"2020-02-20",East Nusa Tenggara,-4,-6,-3,9,0,1
"2020-02-21",East Nusa Tenggara,-13,-15,-15,12,-2,4
"2020-02-22",East Nusa Tenggara,3,-1,0,6,8,0
"2020-02-23",East Nusa Tenggara,-2,-4,-1,11,4,0
"2020-02-24",East Nusa Tenggara,-3,-6,1,14,5,0
"2020-02-25",East Nusa Tenggara,-1,-7,1,8,5,0
"2020-02-26",East Nusa Tenggara,-3,-9,-1,10,-1,1
"2020-02-27",East Nusa Tenggara,-3,-5,-3,9,3,0
"2020-02-28",East Nusa Tenggara,-8,-9,-11,12,5,2
"2020-02-29",East Nusa Tenggara,3,-1,-3,7,12,-1
"2020-03-01",East Nusa Tenggara,0,-1,-4,8,5,0
"2020-03-02",East Nusa Tenggara,-2,-3,-6,9,1,2
"2020-03-03",East Nusa Tenggara,-2,-2,-3,14,6,0
"2020-03-04",East Nusa Tenggara,-1,-4,-2,11,5,1
"2020-03-05",East Nusa Tenggara,1,0,-6,11,4,0
"2020-03-06",East Nusa Tenggara,-2,-2,-5,22,4,1
"2020-03-07",East Nusa Tenggara,3,1,-3,13,9,0
"2020-03-08",East Nusa Tenggara,-4,-5,-8,6,3,1
"2020-03-09",East Nusa Tenggara,0,-3,-4,12,5,1
"2020-03-10",East Nusa Tenggara,2,-3,2,14,5,0
"2020-03-11",East Nusa Tenggara,0,-3,0,7,5,0
"2020-03-12",East Nusa Tenggara,1,-3,-3,9,4,0
"2020-03-13",East Nusa Tenggara,-2,-3,-4,12,5,1
"2020-03-14",East Nusa Tenggara,6,3,6,12,10,-2
"2020-03-15",East Nusa Tenggara,-1,2,3,4,6,0
"2020-03-16",East Nusa Tenggara,-6,-4,-3,-1,3,2
"2020-03-17",East Nusa Tenggara,-4,-2,-4,6,3,2
"2020-03-18",East Nusa Tenggara,-5,-2,-6,2,1,3
"2020-03-19",East Nusa Tenggara,-5,2,-7,-3,-1,3
"2020-03-20",East Nusa Tenggara,-11,0,-8,-2,-3,5
"2020-03-21",East Nusa Tenggara,-13,-2,-10,-7,-7,5
"2020-03-22",East Nusa Tenggara,-25,-5,-18,-18,-2,6
"2020-03-23",East Nusa Tenggara,-26,-12,-16,-13,-22,11
"2020-03-24",East Nusa Tenggara,-29,-19,-19,-22,-28,12
"2020-03-25",East Nusa Tenggara,-39,-26,-22,-35,-55,18
"2020-03-26",East Nusa Tenggara,-34,-21,-26,-27,-31,14
"2020-03-27",East Nusa Tenggara,-36,-25,-31,-30,-30,15
"2020-03-28",East Nusa Tenggara,-34,-22,-27,-35,-17,10
"2020-03-29",East Nusa Tenggara,-38,-23,-29,-32,-8,9
"2020-03-30",East Nusa Tenggara,-30,-20,-18,-27,-29,13
"2020-03-31",East Nusa Tenggara,-31,-23,-20,-32,-28,13
"2020-04-01",East Nusa Tenggara,-31,-18,-21,-38,-25,12
"2020-04-02",East Nusa Tenggara,-30,-14,-19,-39,-27,12
"2020-04-03",East Nusa Tenggara,-31,-16,-21,-34,-25,13
"2020-04-04",East Nusa Tenggara,-29,-14,-18,-35,-15,8
"2020-04-05",East Nusa Tenggara,-36,-20,-19,-38,-7,8
"2020-04-06",East Nusa Tenggara,-28,-13,-16,-36,-25,12
"2020-04-07",East Nusa Tenggara,-27,-14,-14,-34,-26,11
"2020-04-08",East Nusa Tenggara,-29,-11,-15,-40,-29,11
"2020-04-09",East Nusa Tenggara,-29,-3,-18,-41,-35,11
"2020-04-10",East Nusa Tenggara,-58,-43,-31,-51,-63,22
"2020-04-11",East Nusa Tenggara,-45,-27,-28,-53,-32,15
"2020-04-12",East Nusa Tenggara,-50,-32,-33,-51,-16,13
"2020-04-13",East Nusa Tenggara,-36,-19,-19,-42,-36,16
"2020-04-14",East Nusa Tenggara,-39,-26,-25,-45,-28,14
"2020-04-15",East Nusa Tenggara,-35,-19,-21,-44,-27,14
"2020-04-16",East Nusa Tenggara,-38,-20,-25,-44,-28,14
"2020-04-17",East Nusa Tenggara,-37,-19,-24,-39,-25,13
"2020-04-18",East Nusa Tenggara,-35,-23,-23,-43,-15,8
"2020-04-19",East Nusa Tenggara,-40,-24,-25,-47,-6,9
"2020-04-20",East Nusa Tenggara,-34,-22,-18,-39,-25,13
"2020-04-21",East Nusa Tenggara,-33,-22,-20,-43,-24,11
"2020-04-22",East Nusa Tenggara,-33,-22,-16,-42,-22,10
"2020-04-23",East Nusa Tenggara,-32,-16,-20,-42,-25,11
"2020-04-24",East Nusa Tenggara,-37,-20,-26,-35,-25,13
"2020-04-25",East Nusa Tenggara,-36,-20,-23,-57,-15,10
"2020-04-26",East Nusa Tenggara,-41,-22,-26,-64,-5,9
"2020-04-27",East Nusa Tenggara,-35,-21,-20,-55,-24,13
"2020-04-28",East Nusa Tenggara,-35,-22,-18,-55,-23,12
"2020-04-29",East Nusa Tenggara,-34,-23,-18,-57,-23,11
"2020-04-30",East Nusa Tenggara,-34,-18,-18,-56,-22,12
"2020-05-01",East Nusa Tenggara,-43,-25,-26,-62,-49,19
"2020-05-02",East Nusa Tenggara,-37,-20,-20,-58,-14,10
"2020-05-03",East Nusa Tenggara,-40,-23,-23,-64,-3,10
"2020-05-04",East Nusa Tenggara,-34,-19,-17,-55,-20,12
"2020-05-05",East Nusa Tenggara,-33,-19,-16,-53,-21,12
"2020-05-06",East Nusa Tenggara,-32,-17,-17,-60,-22,13
"2020-05-07",East Nusa Tenggara,-36,-20,-17,-62,-49,17
"2020-05-08",East Nusa Tenggara,-30,-14,-16,-56,-19,12
"2020-05-09",East Nusa Tenggara,-29,-16,-16,-55,-9,9
"2020-05-10",East Nusa Tenggara,-35,-20,-16,-63,3,9
"2020-05-11",East Nusa Tenggara,-28,-12,-12,-49,-19,12
"2020-05-12",East Nusa Tenggara,-31,-16,-10,-56,-20,13
"2020-05-13",East Nusa Tenggara,-35,-20,-16,-60,-20,13
"2020-05-14",East Nusa Tenggara,-35,-17,-18,-60,-19,13
"2020-05-15",East Nusa Tenggara,-34,-15,-21,-54,-18,12
"2020-05-16",East Nusa Tenggara,-34,-17,-20,-59,-9,11
"2020-05-17",East Nusa Tenggara,-40,-25,-26,-65,3,10
"2020-05-18",East Nusa Tenggara,-31,-15,-16,-57,-18,14
"2020-05-19",East Nusa Tenggara,-35,-21,-22,-58,-20,15
"2020-05-20",East Nusa Tenggara,-24,-5,-15,-58,-19,12
"2020-05-21",East Nusa Tenggara,-34,-11,-20,-64,-52,19
"2020-05-22",East Nusa Tenggara,-31,-7,-22,-59,-29,16
"2020-05-23",East Nusa Tenggara,-30,-9,-25,-65,-15,12
"2020-05-24",East Nusa Tenggara,-40,-28,-20,-65,3,8
"2020-05-25",East Nusa Tenggara,-38,-21,-12,-61,-55,18
"2020-05-26",East Nusa Tenggara,-31,-19,-16,-60,-21,12
"2020-05-27",East Nusa Tenggara,-29,-14,-15,-62,-19,13
"2020-05-28",East Nusa Tenggara,-29,-13,-17,-59,-18,12
"2020-05-29",East Nusa Tenggara,-29,-12,-19,-58,-15,13
"2020-05-30",East Nusa Tenggara,-27,-13,-16,-58,-1,8
"2020-05-31",East Nusa Tenggara,-31,-16,-11,-61,11,7
"2020-06-01",East Nusa Tenggara,-30,-11,-8,-51,-47,17
"2020-06-02",East Nusa Tenggara,-24,-10,-10,-50,-10,10
"2020-06-03",East Nusa Tenggara,-23,-8,-9,-54,-12,11
"2020-06-04",East Nusa Tenggara,-22,-5,-11,-47,-12,11
"2020-06-05",East Nusa Tenggara,-23,-6,-15,-52,-9,11
"2020-06-06",East Nusa Tenggara,-19,-6,-10,-56,-1,7
"2020-06-07",East Nusa Tenggara,-25,-11,-6,-57,10,7
"2020-06-08",East Nusa Tenggara,-18,-6,-9,-48,-10,10
"2020-06-09",East Nusa Tenggara,-20,-7,-7,-49,-9,9
"2020-06-10",East Nusa Tenggara,-20,-9,-7,-47,-11,10
"2020-06-11",East Nusa Tenggara,-19,-4,-10,-48,-11,10
"2020-06-12",East Nusa Tenggara,-21,-7,-13,-45,-9,10
"2020-06-13",East Nusa Tenggara,-18,-7,-9,-50,1,6
"2020-06-14",East Nusa Tenggara,-21,-9,-1,-54,14,5
"2020-06-15",East Nusa Tenggara,-14,-2,-7,-38,-8,8
"2020-06-16",East Nusa Tenggara,-16,-5,-4,-39,-8,8
"2020-06-17",East Nusa Tenggara,-18,-6,-6,-34,-9,8
"2020-06-18",East Nusa Tenggara,-16,-3,-9,-38,-9,8
"2020-06-19",East Nusa Tenggara,-18,-5,-9,-32,-8,9
"2020-06-20",East Nusa Tenggara,-13,-2,0,-38,2,4
"2020-06-21",East Nusa Tenggara,-20,-9,4,-40,11,4
"2020-06-22",East Nusa Tenggara,-14,-1,-2,-18,-11,7
"2020-06-23",East Nusa Tenggara,-15,-4,0,-35,-11,7
"2020-06-24",East Nusa Tenggara,-16,-5,-3,-27,-11,7
"2020-06-25",East Nusa Tenggara,-16,-2,-7,-31,-12,7
"2020-06-26",East Nusa Tenggara,-18,-4,-9,-26,-11,7
"2020-06-27",East Nusa Tenggara,-15,-4,1,-37,-4,4
"2020-06-28",East Nusa Tenggara,-18,-9,8,-31,7,3
"2020-06-29",East Nusa Tenggara,-14,-3,-3,-25,-11,7
"2020-06-30",East Nusa Tenggara,-11,-3,0,-27,-9,7
"2020-07-01",East Nusa Tenggara,-11,1,-4,-23,-10,7
"2020-07-02",East Nusa Tenggara,-9,3,-6,-24,-11,8
"2020-07-03",East Nusa Tenggara,-8,3,-7,-19,-10,7
"2020-07-04",East Nusa Tenggara,-5,1,4,-23,-4,4
"2020-07-05",East Nusa Tenggara,-11,-4,6,-25,9,4
"2020-07-06",East Nusa Tenggara,-7,3,-2,-23,-11,7
"2020-07-07",East Nusa Tenggara,-6,2,1,-17,-11,7
"2020-07-08",East Nusa Tenggara,-7,2,-1,-23,-10,7
"2020-07-09",East Nusa Tenggara,-5,5,-1,-21,-10,7
"2020-07-10",East Nusa Tenggara,-7,5,-6,-19,-9,7
"2020-07-11",East Nusa Tenggara,-1,6,8,-18,-1,3
"2020-07-12",East Nusa Tenggara,-7,1,6,-19,11,3
"2020-07-13",East Nusa Tenggara,-5,3,0,-20,-8,6
"2020-07-14",East Nusa Tenggara,-7,-1,2,-19,-8,6
"2020-07-15",East Nusa Tenggara,-6,1,-2,-19,-7,6
"2020-07-16",East Nusa Tenggara,-4,3,0,-17,-8,7
"2020-07-17",East Nusa Tenggara,-6,2,-6,-20,-7,7
"2020-07-18",East Nusa Tenggara,-2,3,5,-17,3,3
"2020-07-19",East Nusa Tenggara,-8,-3,9,-18,12,3
"2020-07-20",East Nusa Tenggara,-5,3,0,-19,-7,6
"2020-07-21",East Nusa Tenggara,-7,-2,3,-15,-7,6
"2020-07-22",East Nusa Tenggara,-7,0,-3,-22,-6,6
"2020-07-23",East Nusa Tenggara,-8,1,-2,-16,-7,6
"2020-07-24",East Nusa Tenggara,-8,1,-4,-18,-6,7
"2020-07-25",East Nusa Tenggara,-2,5,8,-16,2,3
"2020-07-26",East Nusa Tenggara,-9,-1,9,-19,12,3
"2020-07-27",East Nusa Tenggara,-7,1,2,-19,-7,7
"2020-07-28",East Nusa Tenggara,-7,0,4,-14,-7,6
"2020-07-29",East Nusa Tenggara,-7,0,5,-14,-7,6
"2020-07-30",East Nusa Tenggara,-4,13,3,-20,-10,5
"2020-07-31",East Nusa Tenggara,-19,-4,8,-25,-49,12
"2020-08-01",East Nusa Tenggara,-8,4,10,-20,-7,4
"2020-08-02",East Nusa Tenggara,-9,1,14,-15,8,2
"2020-08-03",East Nusa Tenggara,-6,7,3,-12,-7,6
"2020-08-04",East Nusa Tenggara,-6,5,9,-9,-7,6
"2020-08-05",East Nusa Tenggara,-3,7,6,-13,-7,6
"2020-08-06",East Nusa Tenggara,-2,10,10,-17,-7,6
"2020-08-07",East Nusa Tenggara,-4,9,7,-15,-5,5
"2020-08-08",East Nusa Tenggara,1,10,19,-12,4,2
"2020-08-09",East Nusa Tenggara,-4,5,23,-9,13,2
"2020-08-10",East Nusa Tenggara,-1,10,14,-9,-5,5
"2020-08-11",East Nusa Tenggara,0,9,15,-9,-5,4
"2020-08-12",East Nusa Tenggara,1,10,17,-9,-6,5
"2020-08-13",East Nusa Tenggara,1,16,12,-13,-6,5
"2020-08-14",East Nusa Tenggara,1,13,9,-8,-5,4
"2020-08-15",East Nusa Tenggara,7,16,23,-8,4,1
"2020-08-16",East Nusa Tenggara,1,10,27,-10,12,1
"2020-08-17",East Nusa Tenggara,-13,-3,36,,-47,11
"2020-08-18",East Nusa Tenggara,-1,11,17,,-4,3
"2020-08-19",East Nusa Tenggara,2,12,19,,-5,3
"2020-08-20",East Nusa Tenggara,-4,10,31,,-48,9
"2020-08-21",East Nusa Tenggara,-6,10,20,,-36,9
"2020-08-22",East Nusa Tenggara,-2,6,23,,-1,2
"2020-08-23",East Nusa Tenggara,-6,3,18,,12,1
"2020-08-24",East Nusa Tenggara,-2,11,11,,-3,4
"2020-08-25",East Nusa Tenggara,-2,10,13,,-3,4
"2020-08-26",East Nusa Tenggara,-2,9,13,,-3,4
"2020-08-27",East Nusa Tenggara,-1,14,9,,-4,4
"2020-08-28",East Nusa Tenggara,-2,14,9,,-4,5
"2020-08-29",East Nusa Tenggara,2,13,14,,8,2
"2020-08-30",East Nusa Tenggara,-2,9,15,,14,3
"2020-08-31",East Nusa Tenggara,-1,13,11,,-1,5
"2020-09-01",East Nusa Tenggara,0,13,19,,-3,5
"2020-09-02",East Nusa Tenggara,1,11,8,,-3,5
"2020-09-03",East Nusa Tenggara,2,15,9,,-5,5
"2020-09-04",East Nusa Tenggara,2,16,7,,-4,6
"2020-09-05",East Nusa Tenggara,8,18,16,,5,2
"2020-09-06",East Nusa Tenggara,3,15,18,,10,3
"2020-09-07",East Nusa Tenggara,4,19,15,,-4,5
"2020-09-08",East Nusa Tenggara,1,12,20,,-5,5
"2020-09-09",East Nusa Tenggara,2,13,16,,-3,4
"2020-09-10",East Nusa Tenggara,2,12,16,,-4,5
"2020-09-11",East Nusa Tenggara,3,13,12,3,-4,5
"2020-09-12",East Nusa Tenggara,6,13,20,10,5,2
"2020-09-13",East Nusa Tenggara,0,6,16,12,9,2
"2020-09-14",East Nusa Tenggara,1,13,12,4,1,5
"2020-09-15",East Nusa Tenggara,0,7,15,3,-1,5
"2020-09-16",East Nusa Tenggara,1,9,13,-4,-2,6
"2020-09-17",East Nusa Tenggara,-1,7,10,0,-3,6
"2020-09-18",East Nusa Tenggara,-3,7,4,-4,-4,8
"2020-09-19",East Nusa Tenggara,0,8,18,0,6,4
"2020-09-20",East Nusa Tenggara,-5,1,15,1,9,4
"2020-09-21",East Nusa Tenggara,-5,6,8,-5,-4,7
"2020-09-22",East Nusa Tenggara,-5,3,16,-2,-5,5
"2020-09-23",East Nusa Tenggara,-11,-1,10,-11,-6,6
"2020-09-24",East Nusa Tenggara,-13,-1,1,-9,-9,6
"2020-09-25",East Nusa Tenggara,-14,0,-3,-12,-9,8
"2020-09-26",East Nusa Tenggara,-10,1,11,-5,2,5
"2020-09-27",East Nusa Tenggara,-17,-5,11,-8,-1,5
"2020-09-28",East Nusa Tenggara,-13,0,6,-8,-6,7
"2020-09-29",East Nusa Tenggara,-14,-5,9,-11,-10,6
"2020-09-30",East Nusa Tenggara,-12,-1,10,-10,-12,3
"2020-10-01",East Nusa Tenggara,-11,7,4,-7,-15,-1
"2020-10-02",East Nusa Tenggara,-8,12,-1,-15,-15,-2
"2020-10-03",East Nusa Tenggara,-5,12,12,-17,-9,-3
"2020-10-04",East Nusa Tenggara,-10,6,13,-12,-11,-2
"2020-10-05",East Nusa Tenggara,-6,12,9,-15,-15,-2
"2020-10-06",East Nusa Tenggara,-7,7,11,-15,-16,-2
"2020-10-07",East Nusa Tenggara,-4,8,11,-22,-13,-1
"2020-10-08",East Nusa Tenggara,-6,9,10,-9,-12,3
"2020-10-09",East Nusa Tenggara,-10,6,7,-11,-11,5
"2020-10-10",East Nusa Tenggara,-3,9,27,-11,0,3
"2020-10-11",East Nusa Tenggara,-8,4,28,-4,0,4
"2020-10-12",East Nusa Tenggara,-4,14,21,-3,-8,5
"2020-10-13",East Nusa Tenggara,-5,8,24,-3,-8,5
"2020-10-14",East Nusa Tenggara,-3,10,27,-7,-7,5
"2020-10-15",East Nusa Tenggara,-3,13,22,-6,-9,5
"2020-10-16",East Nusa Tenggara,-5,15,19,-9,-8,6
"2020-10-17",East Nusa Tenggara,-2,13,32,-4,2,3
"2020-10-18",East Nusa Tenggara,-9,6,31,-1,0,4
"2020-10-19",East Nusa Tenggara,-4,13,29,-8,-6,6
"2020-10-20",East Nusa Tenggara,-4,7,30,1,-8,5
"2020-10-21",East Nusa Tenggara,-2,10,20,-3,-8,3
"2020-10-22",East Nusa Tenggara,-2,13,12,-6,-11,0
"2020-10-23",East Nusa Tenggara,-4,13,6,-6,-12,0
"2020-10-24",East Nusa Tenggara,0,15,17,-1,-1,-3
"2020-10-25",East Nusa Tenggara,-7,8,15,-2,-5,-2
"2020-10-26",East Nusa Tenggara,-1,16,14,-4,-9,-1
"2020-10-27",East Nusa Tenggara,0,13,15,5,-12,-2
"2020-10-28",East Nusa Tenggara,-1,16,18,2,-40,1
"2020-10-29",East Nusa Tenggara,-7,6,21,-2,-56,4
"2020-10-30",East Nusa Tenggara,-8,9,10,-12,-45,4
"2020-10-31",East Nusa Tenggara,-7,3,15,-8,-16,-2
"2020-11-01",East Nusa Tenggara,-6,5,12,9,-9,-2
"2020-11-02",East Nusa Tenggara,-2,14,7,3,-13,-2
"2020-11-03",East Nusa Tenggara,1,13,10,5,-12,-3
"2020-11-04",East Nusa Tenggara,0,15,8,-9,-12,-3
"2020-11-05",East Nusa Tenggara,0,17,7,-3,-13,-3
"2020-11-06",East Nusa Tenggara,-3,14,6,-5,-13,-2
"2020-11-07",East Nusa Tenggara,1,13,16,1,-4,-3
"2020-11-08",East Nusa Tenggara,-3,8,16,11,-8,-3
"2020-11-09",East Nusa Tenggara,-2,15,10,6,-12,-2
"2020-11-10",East Nusa Tenggara,-2,10,16,2,-14,-2
"2020-11-11",East Nusa Tenggara,-3,8,7,0,-14,-2
"2020-11-12",East Nusa Tenggara,1,14,12,2,-14,-2
"2020-11-13",East Nusa Tenggara,-1,17,7,3,-14,-2
"2020-11-14",East Nusa Tenggara,1,13,18,0,-4,-4
"2020-11-15",East Nusa Tenggara,-5,9,16,6,-8,-2
"2020-11-16",East Nusa Tenggara,-2,14,10,4,-11,-2
"2020-11-17",East Nusa Tenggara,-3,8,11,0,-13,-2
"2020-11-18",East Nusa Tenggara,-2,9,9,-7,-13,-2
"2020-11-19",East Nusa Tenggara,-1,15,1,-2,-14,-2
"2020-11-20",East Nusa Tenggara,-3,15,-2,1,-14,-2
"2020-11-21",East Nusa Tenggara,-1,13,8,0,-4,-4
"2020-11-22",East Nusa Tenggara,-8,6,3,-1,-9,-2
"2020-11-23",East Nusa Tenggara,-6,13,-1,-2,-11,-1
"2020-11-24",East Nusa Tenggara,-4,10,2,-2,-13,-2
"2020-11-25",East Nusa Tenggara,-2,12,0,-7,-11,-1
"2020-11-26",East Nusa Tenggara,-2,14,-1,-1,-14,-1
"2020-11-27",East Nusa Tenggara,-4,15,-3,0,-12,-1
"2020-11-28",East Nusa Tenggara,-3,8,3,-4,0,-2
"2020-11-29",East Nusa Tenggara,-3,10,5,5,-4,-2
"2020-11-30",East Nusa Tenggara,-8,8,-5,0,-10,-1
"2020-12-01",East Nusa Tenggara,1,16,2,2,-11,-2
"2020-12-02",East Nusa Tenggara,-5,10,-8,-3,-10,0
"2020-12-03",East Nusa Tenggara,-1,17,-7,-4,-12,0
"2020-12-04",East Nusa Tenggara,0,24,-9,-5,-10,-1
"2020-12-05",East Nusa Tenggara,-2,13,-5,-3,-1,-2
"2020-12-06",East Nusa Tenggara,-12,2,-15,5,-8,1
"2020-12-07",East Nusa Tenggara,3,23,-5,-1,-11,-2
"2020-12-08",East Nusa Tenggara,0,16,-2,-6,-11,-2
"2020-12-09",East Nusa Tenggara,-4,11,1,-13,-46,4
"2020-12-10",East Nusa Tenggara,0,20,-1,-6,-9,1
"2020-12-11",East Nusa Tenggara,4,23,0,1,-7,4
"2020-12-12",East Nusa Tenggara,1,17,0,9,3,2
"2020-12-13",East Nusa Tenggara,-1,14,6,3,-1,3
"2020-12-14",East Nusa Tenggara,-2,16,0,6,-7,4
"2020-12-15",East Nusa Tenggara,3,19,7,21,-9,3
"2020-12-16",East Nusa Tenggara,8,22,7,18,-8,2
"2020-12-17",East Nusa Tenggara,7,27,6,25,-9,3
"2020-12-18",East Nusa Tenggara,9,30,6,15,-9,3
"2020-12-19",East Nusa Tenggara,12,30,8,27,3,0
"2020-12-20",East Nusa Tenggara,8,24,11,25,-1,2
"2020-12-21",East Nusa Tenggara,14,40,13,21,-14,2
"2020-12-22",East Nusa Tenggara,12,34,14,17,-19,3
"2020-12-23",East Nusa Tenggara,25,59,14,31,-23,2
"2020-12-24",East Nusa Tenggara,-2,35,18,31,-54,6
"2020-12-25",East Nusa Tenggara,-36,-26,17,-1,-66,10
"2020-12-26",East Nusa Tenggara,-16,1,21,-2,-36,4
"2020-12-27",East Nusa Tenggara,-5,10,27,11,-8,1
"2020-12-28",East Nusa Tenggara,2,23,22,10,-25,5
"2020-12-29",East Nusa Tenggara,-2,15,19,9,-27,4
"2020-12-30",East Nusa Tenggara,3,26,19,-1,-27,5
"2020-12-31",East Nusa Tenggara,-13,19,17,4,-50,6
"2020-02-15",Gorontalo,-4,0,24,,8,1
"2020-02-16",Gorontalo,-4,-2,20,-37,2,2
"2020-02-17",Gorontalo,-1,-3,37,,4,1
"2020-02-18",Gorontalo,-6,-4,19,-50,4,1
"2020-02-19",Gorontalo,-8,-7,30,,2,2
"2020-02-20",Gorontalo,-3,-4,31,-37,1,2
"2020-02-21",Gorontalo,-7,-4,32,-6,4,1
"2020-02-22",Gorontalo,-7,-4,34,-26,8,1
"2020-02-23",Gorontalo,-7,-5,19,6,3,1
"2020-02-24",Gorontalo,-4,-3,25,,5,1
"2020-02-25",Gorontalo,-9,-7,10,-10,1,2
"2020-02-26",Gorontalo,-5,-2,42,,1,1
"2020-02-27",Gorontalo,5,-2,35,-20,2,0
"2020-02-28",Gorontalo,0,1,35,-21,4,1
"2020-02-29",Gorontalo,5,5,37,,10,0
"2020-03-01",Gorontalo,3,5,34,-24,5,1
"2020-03-02",Gorontalo,-7,-6,7,,2,3
"2020-03-03",Gorontalo,-3,5,19,-27,4,1
"2020-03-04",Gorontalo,-6,0,24,-41,0,3
"2020-03-05",Gorontalo,6,7,44,-17,5,0
"2020-03-06",Gorontalo,-12,-9,4,-38,3,4
"2020-03-07",Gorontalo,4,9,27,,10,0
"2020-03-08",Gorontalo,2,5,25,-15,5,1
"2020-03-09",Gorontalo,-3,0,22,,7,2
"2020-03-10",Gorontalo,0,5,32,0,5,0
"2020-03-11",Gorontalo,2,5,53,-32,5,1
"2020-03-12",Gorontalo,4,5,43,,6,1
"2020-03-13",Gorontalo,2,6,34,-28,6,1
"2020-03-14",Gorontalo,2,8,40,,11,0
"2020-03-15",Gorontalo,-2,7,28,-44,8,1
